filename,num_person,num_bag,overlap_count,suspicious_overlap_density,person_to_bag_ratio,unique_classes,is_crowded,is_shoplifting
normal_00099.jpg,2,5,1,0.23975988664941975,0.4,3,0,0
normal_00100.jpg,2,5,1,0.2474620643592863,0.4,3,0,0
normal_00101.jpg,2,5,1,0.22460031999003163,0.4,3,0,0
normal_00102.jpg,2,5,1,0.22218527253840195,0.4,3,0,0
normal_00103.jpg,2,5,1,0.2359893235921285,0.4,3,0,0
normal_00104.jpg,2,5,1,0.22179211414257186,0.4,3,0,0
normal_00105.jpg,2,5,1,0.2481584261086026,0.4,3,0,0
normal_00106.jpg,2,5,1,0.2630882820397138,0.4,3,0,0
normal_00107.jpg,2,5,1,0.25852211587207874,0.4,3,0,0
normal_00108.jpg,2,5,1,0.24239425623617922,0.4,3,0,0
normal_00109.jpg,2,5,1,0.23735869982207203,0.4,3,0,0
normal_00110.jpg,2,5,1,0.2235342866376334,0.4,3,0,0
normal_00111.jpg,2,6,2,0.48713524831126365,0.3333333333333333,3,0,0
normal_00112.jpg,2,7,2,0.43915404711774353,0.2857142857142857,4,0,0
normal_00113.jpg,2,7,2,0.42739283150928453,0.2857142857142857,4,0,0
normal_00114.jpg,2,7,2,0.39410072803048746,0.2857142857142857,4,0,0
normal_00115.jpg,2,6,1,0.20382431649178348,0.3333333333333333,3,0,0
normal_00116.jpg,2,6,1,0.1730946606863543,0.3333333333333333,3,0,0
normal_00117.jpg,2,5,1,0.17415692762367158,0.4,3,0,0
normal_00118.jpg,2,5,1,0.17720513688488118,0.4,3,0,0
normal_00119.jpg,2,5,1,0.16309214118806867,0.4,3,0,0
normal_00120.jpg,2,5,1,0.1799348704149316,0.4,3,0,0
normal_00121.jpg,2,6,2,0.37769467083034997,0.3333333333333333,3,0,0
normal_00122.jpg,2,5,1,0.17483805488055493,0.4,3,0,0
normal_00123.jpg,2,5,1,0.17840102500909646,0.4,3,0,0
normal_00124.jpg,2,5,1,0.19977041197265968,0.4,3,0,0
normal_00125.jpg,2,5,1,0.165157422014514,0.4,3,0,0
normal_00126.jpg,2,6,1,0.17476412302858804,0.3333333333333333,4,0,0
normal_00127.jpg,2,5,1,0.1661209898611467,0.4,3,0,0
normal_00128.jpg,2,5,1,0.2159758566762875,0.4,3,0,0
normal_00129.jpg,2,6,2,0.32836901161313425,0.3333333333333333,3,0,0
normal_00130.jpg,2,6,2,0.38633771414072965,0.3333333333333333,4,0,0
normal_00131.jpg,2,5,1,0.1762602005060443,0.4,3,0,0
normal_00132.jpg,2,5,1,0.18575485922948415,0.4,3,0,0
normal_00133.jpg,2,5,1,0.17987073618917523,0.4,3,0,0
normal_00134.jpg,2,5,1,0.20553998700496284,0.4,3,0,0
normal_00135.jpg,2,5,1,0.49803656300047194,0.4,5,0,0
normal_00136.jpg,2,5,0,0.0,0.4,4,0,0
normal_00137.jpg,2,5,1,0.12743027121227243,0.4,4,0,0
normal_00138.jpg,1,5,0,0.0,0.2,5,0,0
normal_00139.jpg,2,5,0,0.0,0.4,5,0,0
normal_00140.jpg,2,5,0,0.0,0.4,5,0,0
normal_00141.jpg,2,4,0,0.0,0.5,4,0,0
normal_00142.jpg,1,4,0,0.0,0.25,4,0,0
normal_00143.jpg,2,2,0,0.0,1.0,3,0,0
normal_00144.jpg,3,3,0,0.0,1.0,4,0,0
normal_00145.jpg,3,3,1,0.1141634332723389,1.0,4,0,0
normal_00146.jpg,3,5,1,0.1341154537088353,0.6,5,0,0
normal_00147.jpg,3,5,1,0.13515168983187187,0.6,4,0,0
normal_00148.jpg,3,4,1,0.11471627803737786,0.75,4,0,0
normal_00149.jpg,3,5,1,0.4065077951598987,0.6,4,0,0
normal_00150.jpg,4,3,1,0.4856629356989951,1.3333333333333333,3,1,0
normal_00151.jpg,4,4,1,0.45897306136204713,1.0,4,1,0
normal_00152.jpg,3,4,1,0.4834787042878263,0.75,5,0,0
normal_00153.jpg,4,4,1,0.46138100514764646,1.0,4,1,0
normal_00154.jpg,3,4,1,0.41786527927964007,0.75,4,0,0
normal_00155.jpg,3,4,1,0.24408703016391764,0.75,5,0,0
normal_00156.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00157.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00158.jpg,2,4,0,0.0,0.5,4,0,0
normal_00159.jpg,3,3,0,0.0,1.0,4,0,0
normal_00160.jpg,3,5,2,0.7133449779979586,0.6,5,0,0
normal_00161.jpg,2,5,2,0.7431326572116478,0.4,5,0,0
normal_00162.jpg,2,7,2,0.44557520102493464,0.2857142857142857,4,0,0
normal_00163.jpg,2,7,2,0.38644895106785715,0.2857142857142857,5,0,0
normal_00164.jpg,2,7,2,0.7553770336606346,0.2857142857142857,5,0,0
normal_00165.jpg,2,6,2,0.6168423834131199,0.3333333333333333,4,0,0
normal_00166.jpg,3,5,2,0.8103281686152921,0.6,4,0,0
normal_00167.jpg,3,5,2,0.8016281495755606,0.6,6,0,0
normal_00168.jpg,3,5,2,0.7772088110189352,0.6,5,0,0
normal_00169.jpg,2,7,2,0.6951479921822061,0.2857142857142857,6,0,0
normal_00170.jpg,2,5,1,0.27612911189830575,0.4,5,0,0
normal_00171.jpg,2,5,1,0.5096011725924436,0.4,5,0,0
normal_00172.jpg,2,5,0,0.0,0.4,5,0,0
normal_00173.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00174.jpg,1,4,0,0.0,0.25,4,0,0
normal_00175.jpg,1,4,0,0.0,0.25,4,0,0
normal_00176.jpg,1,4,0,0.0,0.25,4,0,0
normal_00177.jpg,1,4,0,0.0,0.25,4,0,0
normal_00178.jpg,2,4,0,0.0,0.5,4,0,0
normal_00179.jpg,4,4,0,0.0,1.0,3,1,0
normal_00180.jpg,3,3,0,0.0,1.0,4,0,0
normal_00181.jpg,3,3,0,0.0,1.0,3,0,0
normal_00182.jpg,3,5,1,0.6123409630309171,0.6,4,0,0
normal_00183.jpg,3,5,1,0.48086608495937755,0.6,4,0,0
normal_00184.jpg,3,3,1,0.45017078251172615,1.0,3,0,0
normal_00185.jpg,3,3,1,0.4948766472980473,1.0,3,0,0
normal_00186.jpg,3,3,1,0.11179818537653334,1.0,3,0,0
normal_00187.jpg,3,4,1,0.3132693341683078,0.75,4,0,0
normal_00188.jpg,3,5,1,0.2587868118297684,0.6,4,0,0
normal_00189.jpg,3,5,2,0.33255150055860344,0.6,5,0,0
normal_00190.jpg,3,4,2,0.3262550897123023,0.75,4,0,0
normal_00191.jpg,3,4,2,0.34695311314130295,0.75,4,0,0
normal_00192.jpg,3,4,2,0.4034971344898369,0.75,3,0,0
normal_00193.jpg,3,4,1,0.4922546418150362,0.75,3,0,0
normal_00194.jpg,3,3,1,0.42006623952905375,1.0,3,0,0
normal_00195.jpg,3,4,1,0.13974595189586375,0.75,3,0,0
normal_00196.jpg,3,2,0,0.0,1.5,2,0,0
normal_00197.jpg,3,2,0,0.0,1.5,2,0,0
normal_00198.jpg,4,3,0,0.0,1.3333333333333333,3,1,0
normal_00199.jpg,2,3,0,0.0,0.6666666666666666,3,0,0
normal_00200.jpg,2,4,0,0.0,0.5,3,0,0
normal_00201.jpg,3,5,0,0.0,0.6,3,0,0
normal_00202.jpg,3,5,0,0.0,0.6,4,0,0
normal_00203.jpg,3,4,0,0.0,0.75,4,0,0
normal_00204.jpg,3,3,0,0.0,1.0,4,0,0
normal_00205.jpg,3,8,0,0.0,0.375,6,0,0
normal_00206.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00207.jpg,2,6,0,0.0,0.3333333333333333,4,0,0
normal_00208.jpg,2,10,0,0.0,0.2,3,0,0
normal_00209.jpg,3,11,0,0.0,0.2727272727272727,6,0,0
normal_00210.jpg,2,10,0,0.0,0.2,4,0,0
normal_00211.jpg,2,8,0,0.0,0.25,3,0,0
normal_00212.jpg,2,9,0,0.0,0.2222222222222222,5,0,0
normal_00213.jpg,3,13,0,0.0,0.23076923076923078,6,0,0
normal_00214.jpg,3,11,0,0.0,0.2727272727272727,5,0,0
normal_00215.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00216.jpg,3,10,0,0.0,0.3,4,0,0
normal_00217.jpg,3,10,0,0.0,0.3,5,0,0
normal_00218.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00219.jpg,3,10,0,0.0,0.3,6,0,0
normal_00220.jpg,3,8,0,0.0,0.375,5,0,0
normal_00221.jpg,3,10,0,0.0,0.3,5,0,0
normal_00222.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00223.jpg,3,8,0,0.0,0.375,4,0,0
normal_00224.jpg,3,9,0,0.0,0.3333333333333333,6,0,0
normal_00225.jpg,3,7,0,0.0,0.42857142857142855,3,0,0
normal_00226.jpg,3,9,0,0.0,0.3333333333333333,3,0,0
normal_00227.jpg,3,7,0,0.0,0.42857142857142855,3,0,0
normal_00228.jpg,3,8,0,0.0,0.375,3,0,0
normal_00229.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00230.jpg,3,8,0,0.0,0.375,4,0,0
normal_00231.jpg,3,8,0,0.0,0.375,3,0,0
normal_00232.jpg,3,7,0,0.0,0.42857142857142855,3,0,0
normal_00233.jpg,3,8,0,0.0,0.375,3,0,0
normal_00234.jpg,3,9,0,0.0,0.3333333333333333,6,0,0
normal_00235.jpg,3,7,0,0.0,0.42857142857142855,4,0,0
normal_00236.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00237.jpg,3,8,0,0.0,0.375,5,0,0
normal_00238.jpg,3,8,0,0.0,0.375,5,0,0
normal_00239.jpg,3,9,0,0.0,0.3333333333333333,4,0,0
normal_00240.jpg,3,8,0,0.0,0.375,4,0,0
normal_00241.jpg,3,9,0,0.0,0.3333333333333333,4,0,0
normal_00242.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00243.jpg,3,7,0,0.0,0.42857142857142855,4,0,0
normal_00244.jpg,3,9,0,0.0,0.3333333333333333,4,0,0
normal_00245.jpg,3,8,0,0.0,0.375,5,0,0
normal_00246.jpg,3,11,0,0.0,0.2727272727272727,5,0,0
normal_00247.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00248.jpg,4,7,0,0.0,0.5714285714285714,4,1,0
normal_00249.jpg,3,8,0,0.0,0.375,5,0,0
normal_00250.jpg,3,8,0,0.0,0.375,5,0,0
normal_00251.jpg,3,8,0,0.0,0.375,5,0,0
normal_00252.jpg,3,8,0,0.0,0.375,5,0,0
normal_00253.jpg,3,9,0,0.0,0.3333333333333333,5,0,0
normal_00254.jpg,3,7,0,0.0,0.42857142857142855,4,0,0
normal_00255.jpg,3,8,0,0.0,0.375,5,0,0
normal_00256.jpg,3,8,0,0.0,0.375,4,0,0
normal_00257.jpg,3,8,0,0.0,0.375,5,0,0
normal_00258.jpg,3,9,0,0.0,0.3333333333333333,6,0,0
normal_00259.jpg,3,8,0,0.0,0.375,6,0,0
normal_00260.jpg,3,8,0,0.0,0.375,5,0,0
normal_00261.jpg,3,8,0,0.0,0.375,5,0,0
normal_00262.jpg,3,9,0,0.0,0.3333333333333333,6,0,0
normal_00263.jpg,3,8,0,0.0,0.375,5,0,0
normal_00264.jpg,3,6,0,0.0,0.5,4,0,0
normal_00265.jpg,3,8,0,0.0,0.375,6,0,0
normal_00266.jpg,3,8,0,0.0,0.375,5,0,0
normal_00267.jpg,2,8,0,0.0,0.25,5,0,0
normal_00268.jpg,3,9,0,0.0,0.3333333333333333,6,0,0
normal_00269.jpg,3,8,0,0.0,0.375,6,0,0
normal_00270.jpg,3,10,0,0.0,0.3,6,0,0
normal_00271.jpg,2,9,0,0.0,0.2222222222222222,6,0,0
normal_00272.jpg,2,9,0,0.0,0.2222222222222222,5,0,0
normal_00273.jpg,2,8,0,0.0,0.25,4,0,0
normal_00274.jpg,3,11,0,0.0,0.2727272727272727,6,0,0
normal_00275.jpg,0,3,0,0.0,0.0,4,0,0
normal_00276.jpg,0,5,0,0.0,0.0,4,0,0
normal_00277.jpg,0,6,0,0.0,0.0,4,0,0
normal_00278.jpg,0,4,0,0.0,0.0,4,0,0
normal_00279.jpg,0,5,0,0.0,0.0,5,0,0
normal_00280.jpg,0,4,0,0.0,0.0,5,0,0
normal_00281.jpg,0,3,0,0.0,0.0,4,0,0
normal_00282.jpg,0,5,0,0.0,0.0,5,0,0
normal_00283.jpg,0,5,0,0.0,0.0,4,0,0
normal_00284.jpg,0,4,0,0.0,0.0,4,0,0
normal_00285.jpg,0,5,0,0.0,0.0,5,0,0
normal_00286.jpg,0,4,0,0.0,0.0,4,0,0
normal_00287.jpg,0,5,0,0.0,0.0,5,0,0
normal_00288.jpg,0,4,0,0.0,0.0,5,0,0
normal_00289.jpg,0,5,0,0.0,0.0,5,0,0
normal_00290.jpg,0,4,0,0.0,0.0,5,0,0
normal_00291.jpg,0,4,0,0.0,0.0,5,0,0
normal_00292.jpg,0,5,0,0.0,0.0,5,0,0
normal_00293.jpg,0,5,0,0.0,0.0,5,0,0
normal_00294.jpg,0,4,0,0.0,0.0,5,0,0
normal_00295.jpg,0,5,0,0.0,0.0,5,0,0
normal_00296.jpg,0,5,0,0.0,0.0,5,0,0
normal_00297.jpg,0,5,0,0.0,0.0,5,0,0
normal_00298.jpg,0,6,0,0.0,0.0,5,0,0
normal_00299.jpg,0,6,0,0.0,0.0,5,0,0
normal_00300.jpg,0,5,0,0.0,0.0,5,0,0
normal_00301.jpg,0,5,0,0.0,0.0,5,0,0
normal_00302.jpg,0,5,0,0.0,0.0,5,0,0
normal_00303.jpg,0,5,0,0.0,0.0,5,0,0
normal_00304.jpg,0,5,0,0.0,0.0,5,0,0
normal_00305.jpg,0,6,0,0.0,0.0,5,0,0
normal_00306.jpg,0,5,0,0.0,0.0,5,0,0
normal_00307.jpg,0,5,0,0.0,0.0,5,0,0
normal_00308.jpg,0,6,0,0.0,0.0,5,0,0
normal_00309.jpg,0,5,0,0.0,0.0,5,0,0
normal_00310.jpg,0,5,0,0.0,0.0,5,0,0
normal_00311.jpg,0,5,0,0.0,0.0,5,0,0
normal_00312.jpg,0,5,0,0.0,0.0,5,0,0
normal_00313.jpg,0,6,0,0.0,0.0,5,0,0
normal_00314.jpg,0,5,0,0.0,0.0,5,0,0
normal_00315.jpg,0,5,0,0.0,0.0,5,0,0
normal_00316.jpg,0,4,0,0.0,0.0,5,0,0
normal_00317.jpg,0,5,0,0.0,0.0,5,0,0
normal_00318.jpg,0,5,0,0.0,0.0,5,0,0
normal_00319.jpg,0,5,0,0.0,0.0,5,0,0
normal_00320.jpg,0,6,0,0.0,0.0,5,0,0
normal_00321.jpg,0,5,0,0.0,0.0,5,0,0
normal_00322.jpg,0,5,0,0.0,0.0,5,0,0
normal_00323.jpg,0,4,0,0.0,0.0,5,0,0
normal_00324.jpg,0,5,0,0.0,0.0,5,0,0
normal_00325.jpg,0,7,0,0.0,0.0,6,0,0
normal_00326.jpg,0,5,0,0.0,0.0,5,0,0
normal_00327.jpg,0,5,0,0.0,0.0,5,0,0
normal_00328.jpg,0,6,0,0.0,0.0,5,0,0
normal_00329.jpg,0,6,0,0.0,0.0,5,0,0
normal_00330.jpg,0,6,0,0.0,0.0,5,0,0
normal_00331.jpg,0,7,0,0.0,0.0,5,0,0
normal_00332.jpg,0,6,0,0.0,0.0,5,0,0
normal_00333.jpg,0,6,0,0.0,0.0,5,0,0
normal_00334.jpg,0,5,0,0.0,0.0,5,0,0
normal_00335.jpg,0,6,0,0.0,0.0,5,0,0
normal_00336.jpg,0,5,0,0.0,0.0,5,0,0
normal_00337.jpg,0,4,0,0.0,0.0,5,0,0
normal_00338.jpg,1,2,0,0.0,0.5,3,0,0
normal_00339.jpg,1,2,0,0.0,0.5,4,0,0
normal_00340.jpg,1,2,0,0.0,0.5,4,0,0
normal_00341.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00342.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00343.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00344.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00345.jpg,1,4,0,0.0,0.25,4,0,0
normal_00346.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00347.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00348.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00349.jpg,1,4,1,0.10626951022388614,0.25,5,0,0
normal_00350.jpg,1,3,1,0.12508946267586518,0.3333333333333333,5,0,0
normal_00351.jpg,1,4,1,0.13618809269553084,0.25,5,0,0
normal_00352.jpg,1,2,1,0.13953515664682906,0.5,4,0,0
normal_00353.jpg,1,4,1,0.1519327869334567,0.25,5,0,0
normal_00354.jpg,1,4,1,0.1532046788750497,0.25,4,0,0
normal_00355.jpg,1,4,1,0.150316100504356,0.25,4,0,0
normal_00356.jpg,1,6,0,0.0,0.16666666666666666,5,0,0
normal_00357.jpg,1,6,0,0.0,0.16666666666666666,5,0,0
normal_00358.jpg,1,6,1,0.11268449437701582,0.16666666666666666,5,0,0
normal_00359.jpg,1,4,1,0.12238970362109902,0.25,3,0,0
normal_00360.jpg,1,4,0,0.0,0.25,3,0,0
normal_00361.jpg,1,4,1,0.18910389953662124,0.25,3,0,0
normal_00362.jpg,1,4,1,0.15290932586353623,0.25,3,0,0
normal_00363.jpg,1,4,1,0.15061785504662417,0.25,3,0,0
normal_00364.jpg,1,4,1,0.12631517298099726,0.25,4,0,0
normal_00365.jpg,1,3,0,0.0,0.3333333333333333,3,0,0
normal_00366.jpg,1,4,0,0.0,0.25,4,0,0
normal_00367.jpg,1,4,0,0.0,0.25,4,0,0
normal_00368.jpg,1,5,1,0.21445983311261757,0.2,5,0,0
normal_00369.jpg,1,4,0,0.0,0.25,4,0,0
normal_00370.jpg,1,5,1,0.17477390769972437,0.2,4,0,0
normal_00371.jpg,1,3,0,0.0,0.3333333333333333,3,0,0
normal_00372.jpg,1,5,2,0.4169048566873702,0.2,6,0,0
normal_00373.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00374.jpg,1,3,1,0.1338532055988706,0.3333333333333333,4,0,0
normal_00375.jpg,1,4,1,0.1032157096967267,0.25,4,0,0
normal_00376.jpg,1,4,0,0.0,0.25,5,0,0
normal_00377.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00378.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00379.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00380.jpg,1,2,0,0.0,0.5,3,0,0
normal_00381.jpg,1,2,0,0.0,0.5,3,0,0
normal_00382.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00383.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00384.jpg,1,5,0,0.0,0.2,6,0,0
normal_00385.jpg,1,4,0,0.0,0.25,5,0,0
normal_00386.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00387.jpg,1,4,0,0.0,0.25,5,0,0
normal_00388.jpg,1,4,1,0.16325349361714148,0.25,5,0,0
normal_00389.jpg,1,4,1,0.1267845878803464,0.25,5,0,0
normal_00390.jpg,1,5,1,0.15257237754757533,0.2,5,0,0
normal_00391.jpg,1,4,1,0.15949203784015817,0.25,5,0,0
normal_00392.jpg,1,5,0,0.0,0.2,5,0,0
normal_00393.jpg,1,4,0,0.0,0.25,5,0,0
normal_00394.jpg,1,3,0,0.0,0.3333333333333333,5,0,0
normal_00395.jpg,1,3,0,0.0,0.3333333333333333,5,0,0
normal_00396.jpg,1,4,0,0.0,0.25,4,0,0
normal_00397.jpg,1,4,0,0.0,0.25,4,0,0
normal_00398.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00399.jpg,1,3,0,0.0,0.3333333333333333,3,0,0
normal_00400.jpg,1,3,0,0.0,0.3333333333333333,4,0,0
normal_00401.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00402.jpg,3,3,0,0.0,1.0,4,0,0
normal_00403.jpg,2,3,0,0.0,0.6666666666666666,6,0,0
normal_00404.jpg,2,5,1,0.10418513730576034,0.4,5,0,0
normal_00405.jpg,2,5,1,0.10897081196066712,0.4,6,0,0
normal_00406.jpg,2,5,0,0.0,0.4,5,0,0
normal_00407.jpg,2,6,0,0.0,0.3333333333333333,6,0,0
normal_00408.jpg,2,5,0,0.0,0.4,4,0,0
normal_00409.jpg,2,4,0,0.0,0.5,4,0,0
normal_00410.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00411.jpg,2,5,0,0.0,0.4,4,0,0
normal_00412.jpg,2,4,0,0.0,0.5,4,0,0
normal_00413.jpg,2,2,0,0.0,1.0,3,0,0
normal_00414.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00415.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00416.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00417.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00418.jpg,2,4,1,0.1902668948595778,0.5,4,0,0
normal_00419.jpg,2,3,0,0.0,0.6666666666666666,4,0,0
normal_00420.jpg,2,4,1,0.18971229173544146,0.5,4,0,0
